year,site,snow,wind,ta_summer,ta_annual,fac,SSP
2086,VIR487,992.1635999999997,7.285789140711902,-1.719119286,-11.9004608,22.975925970000006,3
2086,VIR594,790.9218000000005,9.572774419769766,-1.078365677,-10.301622,4.503746149731226,3
2086,VIR294,223.26240000000013,4.0387686434000765,-2.764773853,-18.15610989,17.275725496818875,3
2086,VIR451,1044.1722000000004,7.681802874004626,-2.673361847,-13.48235862,25.454273880000002,3
2086,VIR156,141.74219999999988,3.530711312282605,-3.226514417,-19.80089956,15.816094063847629,3
2086,VIR60,93.50039999999997,4.17538033,-3.88140268,-21.65250611,13.409579104999995,3
2086,VIR41,131.04420000000002,6.280733169129719,-3.352223787,-18.06948775,10.325694068454949,3
2086,VIR501,107.7954,5.298417319398097,-4.908201937,-21.7449499,13.763097375000005,3
2086,VIR559,831.3252000000002,6.930869947538712,-0.797678558,-9.658935267,16.776480324999994,3
2086,VIR312,242.1960000000001,4.150428180782881,-4.041049337,-21.62794622,17.347309794171444,3
2086,VIR578,908.2931999999997,5.900756579731445,-2.960254069,-9.622557113,20.816210295000005,3
2086,VIR371,285.04980000000006,4.692931886951112,-3.497343192,-19.9028658,18.13434184762188,3
2086,VIR450,1094.3808,7.079157883207974,-2.915752499,-12.09044799,24.426710524999997,3
2086,VIR295,511.2426,5.449175090929956,-4.494623282,-17.17800442,21.201559683063564,3
2086,VIR595,784.1406,9.744089389445062,-1.525770168,-11.05685806,5.933313283144396,3
2086,VIR562,829.1555999999994,7.560733928350725,-0.736188715,-9.609668774,2.007890892021242,3
2086,VIR657,993.7835999999996,5.5645054375893865,-1.147571031,-8.525325233,19.05300755,3
2086,VIR585,1013.8619999999994,7.363414231200449,-1.427896108,-10.69480988,19.675269585000006,3
2086,VIR666,765.4679999999998,6.877987792873917,-2.166994392,-13.06811042,22.260105010460578,3
2086,VIR396,546.9576,5.410935135158993,-1.974141977,-12.13600925,16.754431039247475,3
2086,VIR553,943.0463999999997,5.9949511709439065,-0.686110493,-7.950875092,3.5298896350000017,3
2086,VIR323,287.9772,4.691064496817453,-3.165254254,-18.24398413,17.438409313416507,3
